,Location,Value,Title,Category,company,longitude,latitude
11,Problem Solving,23,Accountant,What they are skilled at,mcdonald's-corporation,,
12,Microsoft Word,19,Accountant,What they are skilled at,mcdonald's-corporation,,
13,Analytical Skills,17,Accountant,What they are skilled at,mcdonald's-corporation,,
14,Account Reconciliation,15,Accountant,What they are skilled at,mcdonald's-corporation,,
0,Accounting,55,Accountant,What they studied,mcdonald's-corporation,,
1,Accounting,40,Accountant,What they studied,mcdonald's-corporation,,
2,Accounting and Finance,28,Accountant,What they studied,mcdonald's-corporation,,
3,Business/Commerce,19,Accountant,What they studied,mcdonald's-corporation,,
4,Accounting,9,Accountant,What they studied,mcdonald's-corporation,,
5,Finance,7,Accountant,What they studied,mcdonald's-corporation,,
6,Business Administration and Management,6,Accountant,What they studied,mcdonald's-corporation,,
7,Information Technology,3,Accountant,What they studied,mcdonald's-corporation,,
8,Computer Science,3,Accountant,What they studied,mcdonald's-corporation,,
9,Computational Science,3,Accountant,What they studied,mcdonald's-corporation,,
10,Economics,3,Accountant,What they studied,mcdonald's-corporation,,
11,Jurisprudence,2,Accountant,What they studied,mcdonald's-corporation,,
12,E-Commerce,2,Accountant,What they studied,mcdonald's-corporation,,
13,Financial Planning and Services,2,Accountant,What they studied,mcdonald's-corporation,,
14,International Business,2,Accountant,What they studied,mcdonald's-corporation,,
0,Australia,782,Accountant,Where they live,woolworths-group,,
1,"New South Wales, Australia",412,Accountant,Where they live,woolworths-group,,
2,Greater Sydney Area,376,Accountant,Where they live,woolworths-group,,
3,"Sydney, NSW",371,Accountant,Where they live,woolworths-group,,
4,"Victoria, Australia",128,Accountant,Where they live,woolworths-group,,
5,"South Australia, Australia",108,Accountant,Where they live,woolworths-group,,
6,Greater Melbourne Area,106,Accountant,Where they live,woolworths-group,,
7,"Melbourne, VIC",104,Accountant,Where they live,woolworths-group,,
8,Greater Adelaide Area,104,Accountant,Where they live,woolworths-group,,
9,"Adelaide, SA",100,Accountant,Where they live,woolworths-group,,
10,"Queensland, Australia",42,Accountant,Where they live,woolworths-group,,
11,"Perth, WA",34,Accountant,Where they live,woolworths-group,,
12,"Western Australia, Australia",34,Accountant,Where they live,woolworths-group,,
13,Greater Perth Area,34,Accountant,Where they live,woolworths-group,,
14,"Brisbane, QLD",28,Accountant,Where they live,woolworths-group,,
0,Chartered Accountants Australia and New Zealand,84,Accountant,Where they studied,woolworths-group,149.140964,-35.288978
1,CPA Australia Program,59,Accountant,Where they studied,woolworths-group,138.551216,-34.916163
2,Macquarie University,51,Accountant,Where they studied,woolworths-group,151.112474,-33.7750065
3,CPA Australia,50,Accountant,Where they studied,woolworths-group,144.962111,-37.822531
4,University of Technology Sydney,40,Accountant,Where they studied,woolworths-group,151.200549,-33.883964
5,UNSW,39,Accountant,Where they studied,woolworths-group,151.227939,-33.917226
6,University of South Australia,38,Accountant,Where they studied,woolworths-group,138.591758,-34.922619
7,Deakin University,38,Accountant,Where they studied,woolworths-group,145.114309,-37.846971
8,University of Adelaide,37,Accountant,Where they studied,woolworths-group,138.604911,-34.9202175
9,Western Sydney University,31,Accountant,Where they studied,woolworths-group,151.189728,-33.889192
10,University of Sydney,25,Accountant,Where they studied,woolworths-group,151.1868,-33.8884
11,La Trobe University,22,Accountant,Where they studied,woolworths-group,145.0482135,-37.7212385
12,King's Own Institute,21,Accountant,Where they studied,woolworths-group,151.205519,-33.87595
13,TAFE NSW,20,Accountant,Where they studied,woolworths-group,151.199666,-33.882324
14,Australian Catholic University,17,Accountant,Where they studied,woolworths-group,153.088733,-27.378408
0,Accounting,375,Accountant,What they are skilled at,woolworths-group,,
1,Microsoft Excel,362,Accountant,What they are skilled at,woolworths-group,,
2,Microsoft Office,290,Accountant,What they are skilled at,woolworths-group,,
3,Customer Service,284,Accountant,What they are skilled at,woolworths-group,,
4,Financial Analysis,239,Accountant,What they are skilled at,woolworths-group,,
5,Teamwork,239,Accountant,What they are skilled at,woolworths-group,,
6,Financial Reporting,234,Accountant,What they are skilled at,woolworths-group,,
7,Financial Accounting,211,Accountant,What they are skilled at,woolworths-group,,
8,Management,205,Accountant,What they are skilled at,woolworths-group,,
9,Communication,201,Accountant,What they are skilled at,woolworths-group,,
10,Time Management,187,Accountant,What they are skilled at,woolworths-group,,
11,Analytical Skills,184,Accountant,What they are skilled at,woolworths-group,,
12,Leadership,180,Accountant,What they are skilled at,woolworths-group,,
13,Microsoft Word,176,Accountant,What they are skilled at,woolworths-group,,
14,Account Reconciliation,170,Accountant,What they are skilled at,woolworths-group,,
0,Accounting,397,Accountant,What they studied,woolworths-group,,
1,Accounting,331,Accountant,What they studied,woolworths-group,,
2,Accounting and Finance,188,Accountant,What they studied,woolworths-group,,
3,Business/Commerce,87,Accountant,What they studied,woolworths-group,,
4,Accounting,73,Accountant,What they studied,woolworths-group,,
5,Business Administration and Management,62,Accountant,What they studied,woolworths-group,,
6,Finance,49,Accountant,What they studied,woolworths-group,,
7,Marketing,26,Accountant,What they studied,woolworths-group,,
8,Economics,25,Accountant,What they studied,woolworths-group,,
9,E-Commerce,25,Accountant,What they studied,woolworths-group,,
10,Taxation,22,Accountant,What they studied,woolworths-group,,
11,Information Technology,14,Accountant,What they studied,woolworths-group,,
12,Jurisprudence,13,Accountant,What they studied,woolworths-group,,
13,Banking,13,Accountant,What they studied,woolworths-group,,
14,Auditing,12,Accountant,What they studied,woolworths-group,,
0,Australia,2954,Banker,Where they live,NAB,,
1,"Victoria, Australia",1454,Banker,Where they live,NAB,,
2,Greater Melbourne Area,1316,Banker,Where they live,NAB,,
3,"Melbourne, VIC",1292,Banker,Where they live,NAB,,
4,"New South Wales, Australia",806,Banker,Where they live,NAB,,
5,Greater Sydney Area,641,Banker,Where they live,NAB,,
6,"Sydney, NSW",628,Banker,Where they live,NAB,,
7,"Queensland, Australia",336,Banker,Where they live,NAB,,
8,Greater Brisbane Area,182,Banker,Where they live,NAB,,
9,"Brisbane, QLD",178,Banker,Where they live,NAB,,
10,"Western Australia, Australia",159,Banker,Where they live,NAB,,
11,"Perth, WA",136,Banker,Where they live,NAB,,
12,Greater Perth Area,136,Banker,Where they live,NAB,,
13,"South Australia, Australia",90,Banker,Where they live,NAB,,
14,Greater Adelaide Area,81,Banker,Where they live,NAB,,
0,FINSIA,259,Banker,Where they studied,NAB,-99.055044,19.370384
1,Monash University,165,Banker,Where they studied,NAB,145.133607,-37.91063
2,RMIT University,144,Banker,Where they studied,NAB,144.9639,-37.8083
3,Deakin University,132,Banker,Where they studied,NAB,145.114309,-37.846971
4,Swinburne University of Technology,124,Banker,Where they studied,NAB,110.357014,1.532147
5,Kaplan Professional,113,Banker,Where they studied,NAB,-93.243359,44.851841
6,University of Melbourne,93,Banker,Where they studied,NAB,144.9628925,-37.798269
7,La Trobe University,79,Banker,Where they studied,NAB,145.0482135,-37.7212385
8,Victoria University,78,Banker,Where they studied,NAB,144.899006,-37.7993545
9,Macquarie University,68,Banker,Where they studied,NAB,151.112474,-33.7750065
10,Western Sydney University,65,Banker,Where they studied,NAB,151.189728,-33.889192
11,University of Technology Sydney,57,Banker,Where they studied,NAB,151.200549,-33.883964
12,TAFE NSW,47,Banker,Where they studied,NAB,151.199666,-33.882324
13,University of Sydney,46,Banker,Where they studied,NAB,151.1868,-33.8884
14,UNSW,44,Banker,Where they studied,NAB,151.227939,-33.917226
0,Banking,1282,Banker,What they are skilled at,NAB,,
1,Customer Service,1097,Banker,What they are skilled at,NAB,,
2,Retail Banking,851,Banker,What they are skilled at,NAB,,
3,Management,770,Banker,What they are skilled at,NAB,,
4,Risk Management,726,Banker,What they are skilled at,NAB,,
5,Business Relationship Management,709,Banker,What they are skilled at,NAB,,
6,Loans,702,Banker,What they are skilled at,NAB,,
7,Mortgage Lending,699,Banker,What they are skilled at,NAB,,
8,Credit,686,Banker,What they are skilled at,NAB,,
9,Financial Analysis,664,Banker,What they are skilled at,NAB,,
10,Credit Analysis,630,Banker,What they are skilled at,NAB,,
11,Portfolio Management,628,Banker,What they are skilled at,NAB,,
12,Commercial Banking,618,Banker,What they are skilled at,NAB,,
13,Sales,612,Banker,What they are skilled at,NAB,,
14,Finance,607,Banker,What they are skilled at,NAB,,
0,Finance,292,Banker,What they studied,NAB,,
1,Banking,263,Banker,What they studied,NAB,,
2,Accounting,221,Banker,What they studied,NAB,,
3,Business/Commerce,177,Banker,What they studied,NAB,,
4,Accounting,166,Banker,What they studied,NAB,,
5,Accounting and Finance,164,Banker,What they studied,NAB,,
6,Business Administration and Management,145,Banker,What they studied,NAB,,
7,Marketing,124,Banker,What they studied,NAB,,
8,Economics,115,Banker,What they studied,NAB,,
9,Financial Planning and Services,111,Banker,What they studied,NAB,,
10,International Business,62,Banker,What they studied,NAB,,
11,Accounting,47,Banker,What they studied,NAB,,
12,Banking,46,Banker,What they studied,NAB,,
13,Finance,46,Banker,What they studied,NAB,,
14,Business Administration and Management,39,Banker,What they studied,NAB,,
0,Australia,1883,Banker,Where they live,westpac,,
1,"New South Wales, Australia",676,Banker,Where they live,westpac,,
2,Greater Sydney Area,593,Banker,Where they live,westpac,,
3,"Sydney, NSW",571,Banker,Where they live,westpac,,
4,"Victoria, Australia",433,Banker,Where they live,westpac,,
5,Greater Melbourne Area,381,Banker,Where they live,westpac,,
6,"Melbourne, VIC",373,Banker,Where they live,westpac,,
7,"Queensland, Australia",285,Banker,Where they live,westpac,,
8,"Western Australia, Australia",191,Banker,Where they live,westpac,,
9,Greater Brisbane Area,168,Banker,Where they live,westpac,,
10,Greater Perth Area,165,Banker,Where they live,westpac,,
11,"Perth, WA",164,Banker,Where they live,westpac,,
12,"Brisbane, QLD",161,Banker,Where they live,westpac,,
13,"South Australia, Australia",144,Banker,Where they live,westpac,,
14,Greater Adelaide Area,141,Banker,Where they live,westpac,,
0,Kaplan Professional,100,Banker,Where they studied,westpac,-93.243359,44.851841
1,Macquarie University,81,Banker,Where they studied,westpac,151.112474,-33.7750065
2,Deakin University,76,Banker,Where they studied,westpac,145.114309,-37.846971
3,TAFE NSW,57,Banker,Where they studied,westpac,151.199666,-33.882324
4,Monash University,51,Banker,Where they studied,westpac,145.133607,-37.91063
5,UNSW,50,Banker,Where they studied,westpac,151.227939,-33.917226
6,University of Technology Sydney,42,Banker,Where they studied,westpac,151.200549,-33.883964
7,RMIT University,42,Banker,Where they studied,westpac,144.9639,-37.8083
8,Western Sydney University,41,Banker,Where they studied,westpac,151.189728,-33.889192
9,University of Sydney,37,Banker,Where they studied,westpac,151.1868,-33.8884
10,Curtin University,35,Banker,Where they studied,westpac,114.017186,4.51234
11,University of Melbourne,31,Banker,Where they studied,westpac,144.9628925,-37.798269
12,Swinburne University of Technology,30,Banker,Where they studied,westpac,110.357014,1.532147
13,Griffith University,26,Banker,Where they studied,westpac,153.0593735,-27.549348
14,Victoria University,26,Banker,Where they studied,westpac,144.899006,-37.7993545
0,Banking,955,Banker,What they are skilled at,westpac,,
1,Customer Service,797,Banker,What they are skilled at,westpac,,
2,Retail Banking,757,Banker,What they are skilled at,westpac,,
3,Loans,575,Banker,What they are skilled at,westpac,,
4,Credit,524,Banker,What they are skilled at,westpac,,
5,Management,510,Banker,What they are skilled at,westpac,,
6,Sales,485,Banker,What they are skilled at,westpac,,
7,Business Relationship Management,475,Banker,What they are skilled at,westpac,,
8,Mortgage Lending,437,Banker,What they are skilled at,westpac,,
9,Portfolio Management,433,Banker,What they are skilled at,westpac,,
10,Commercial Banking,428,Banker,What they are skilled at,westpac,,
11,Risk Management,426,Banker,What they are skilled at,westpac,,
12,Finance,421,Banker,What they are skilled at,westpac,,
13,Credit Risk Management,371,Banker,What they are skilled at,westpac,,
14,Financial Services,369,Banker,What they are skilled at,westpac,,
0,Finance,168,Banker,What they studied,westpac,,
1,Business/Commerce,134,Banker,What they studied,westpac,,
2,Accounting,132,Banker,What they studied,westpac,,
3,Accounting,101,Banker,What they studied,westpac,,
4,Accounting and Finance,100,Banker,What they studied,westpac,,
5,Banking,93,Banker,What they studied,westpac,,
6,Financial Planning and Services,89,Banker,What they studied,westpac,,
7,Business Administration and Management,85,Banker,What they studied,westpac,,
8,Marketing,65,Banker,What they studied,westpac,,
9,Economics,61,Banker,What they studied,westpac,,
10,Information Technology,34,Banker,What they studied,westpac,,
11,Finance,31,Banker,What they studied,westpac,,
12,Human Resources Management,27,Banker,What they studied,westpac,,
13,Accounting,26,Banker,What they studied,westpac,,
14,Business Administration and Management,23,Banker,What they studied,westpac,,
0,Australia,2715,Banker,Where they live,ANZ,,
1,New Zealand,1335,Banker,Where they live,ANZ,,
2,"Victoria, Australia",1242,Banker,Where they live,ANZ,,
